entity_id,entity_name,aliases,canonical_code,subgroup_name,confidence,rationale,source_urls,source_titles,publication_dates,source_types,evidence_texts,suspected_functions,related_case_ids,review_status,merge_confidence,seed_overlap
ab1ca236a4708116,Amesys,Amesys,3A,Mass Surveillance Systems,0.9327619396966483,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Amesys. Amesys is a French company known for the sale of a program called Cerebro, capable of tracking the electronic communications of its targets, including email addresses and phone numbers. In 2007, it reportedly sold surveillance technology to Libya, which was used by the Gaddafi regime to arrest and torture critics of the regime. Former managers of Amesys went on to run Nexa Technologies, which, in 2014, sold an inte",Mass Surveillance Systems,c0bbb804a1a09e37,ready_for_review,1.0,False
a7bd440875dfacd9,Anava Launch Edge AI,Anava Launch Edge AI,3A,Mass Surveillance Systems,0.7523869916168523,"Top code 3A from combined rule, prototype, and optional model signals.",https://www.securityinfowatch.com/video-surveillance/news/55366177/safr-from-realnetworks-inc-safr-and-anava-launch-edge-ai-facial-recognition-solution-for-axis-cameras,SAFR and Anava Launch Edge AI Facial Recognition Solution for Axis Cameras,"Tue, 24 Mar 2026 09:56:00 GMT",news,SAFR and Anava Launch Edge AI Facial Recognition Solution for Axis Cameras SAFR and Anava have introduced an edge-based facial recognition solution for Axis Communications cameras that enables real-time analytics while reducing infrastructure costs ... Reported by Autonomous Discovery - Bing News,Mass Surveillance Systems,df6e3581b491dce4,ready_for_review,1.0,False
1576b2a5bfcfee32,Anomaly Six,Anomaly Six,3A,Mass Surveillance Systems,0.4880787928752189,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Anomaly Six. Anomaly Six (A6) is a Virginia-based company founded in 2018 by two ex-military intelligence officers. The company claims to have the capability to track approximately 3 billion devices in real time through GPS data collected via smartphone apps. According to a report by The Intercept, their surveillance system operates by gathering location data through partnerships with ""thousands"" of apps using software developm",Mass Surveillance Systems,e95fa703678f26f5,low_confidence,1.0,False
e922c838dbf5eb08,AnyVision,AnyVision,3A,Mass Surveillance Systems,0.939057930027591,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"AnyVision. AnyVision, an Israeli company with an international presence, is behind advanced tactical surveillance software used to monitor the movements of Palestinians. Their flagship facial recognition product, Better Tomorrow, is an automated watchlist alerting system that identifies persons of interest and their contact history in real-time.

Appin. Appin was an Indian hack-for-hire company founded in 2003 by brothers Raj",Mass Surveillance Systems,35bcd50f85d934f1,ready_for_review,1.0,False
83079623d58edbf7,AppLogic Networks,AppLogic Networks,3A,Mass Surveillance Systems,0.9204522371743649,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"AppLogic Networks. AppLogic Networks (formerly Sandvine) is a Canadian network intelligence company. A 2018 report by Citizen Lab found Sandvine DPI equipment being used in Turkey, Egypt, and elsewhere to block news, political sites, and inject spyware into downloads. In in 2020, Masaar conducted tests revealing that Sandvine equipment was used to block access to press and human rights websites in Egypt. In 2025, Amnesty Internationa",Mass Surveillance Systems,246c8bc57e41fac1,ready_for_review,1.0,False
c11203988f6b4af3,Area,Area,3A,Mass Surveillance Systems,0.49686555740471633,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Area. Area Spa is a firm based near Milan that sells monitoring systems capable of capturing internet traffic, tapping conversations, and tracking targets through GPS.

ClearTrail. ClearTrail Technologies, India based company, known for developing or selling systems for monitoring computers, mobile phones and emails of unsuspecting masses.

Elaman. Elaman is a German company that sell a wide array of surveillance technol",Mass Surveillance Systems,8a4f868736a1dab0,low_confidence,1.0,False
830b9194ff40c9ab,Asia Global Technologies,Asia Global Technologies,3A,Mass Surveillance Systems,0.9099338404612961,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Asia Global Technologies (AGT). Led by Israeli entrepreneur Mati Kochavi, Asia Global Technologies (AGT) won a contract from the Abu Dhabi government in 2008 to create a “smart city” network of surveillance cameras, electronic fences and sensors that paid about $6 billion over seven years.

Assac Networks. Assac Networks is an Israeli company that provides smartphone monitoring technologies. Its clients include other companies engaged in su",Mass Surveillance Systems,400de310eb31bbbb,ready_for_review,1.0,False
d4deee20e8df84fd,Ateros,Ateros,3A,Mass Surveillance Systems,0.5319474459455376,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Ateros. Ateros develops advanced wireless surveillance sensors to monitor Cellular, Wi-Fi, and Bluetooth communications, creating detailed communication fingerprints of targets. It claims to service customers in the Americas, EMEA and APAC regions. The products are primarily utilized for surveillance purposes by law enforcement, intelligence units, and at checkpoints and borders.

Athena Information System. Athena Informat",Mass Surveillance Systems,f8523edd24951932,low_confidence,1.0,False
a8773c1badf874ab,Auterion,Auterion,3A,Mass Surveillance Systems,1.0,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Auterion. Auterion provides software platforms like AuterionOS and Mission Control to manage drone-based surveillance operations. These tools enable autonomous mission planning, real-time data management, and live video streaming. The systems support various surveillance tasks by integrating payloads such as NextVision cameras, designed primarily for defense, law enforcement, and use by government agencies.

AuthenMetric. Au",Mass Surveillance Systems,c69fb56dfe44a768,ready_for_review,1.0,False
bba6d7e9f7caafa8,Avnon Group,Avnon Group,3A,Mass Surveillance Systems,0.40106062561500844,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Avnon Group. Avnon Group is an Israeli firm that develops and distributes surveillance technologies through various subsidiaries, such as Bler and Tactic Lab. It's founded by Tomer Avnon, a former Israeli Navy SEAL.

Axis Communications. Axis Communications, a Swedish company known for its network cameras and other surveillance solutions, has a presence in the United Arab Emirates and sells its products there. In 2014, Axis pra",Mass Surveillance Systems,2065a83f0e0f3dc1,low_confidence,1.0,False
fa7a516a16f3a9a9,Axon,Axon,3A,Mass Surveillance Systems,0.981844062137711,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Axon. Axon is a company that provides surveillance technologies primarily for law enforcement agencies worldwide. Their Axon Network connects people, devices, and apps to create an integrated ecosystem that includes TASER smart devices, police body cameras, and digital evidence management systems. Their surveillance technology portfolio includes realtime crime centers through their Axon Fusus platform. Axon's AI-powered",Mass Surveillance Systems,d81402a3a9a03fc1,ready_for_review,1.0,False
cd66b12ae4b1330d,Babel Street,Babel Street,3A,Mass Surveillance Systems,0.9223652754038284,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Babel Street. Babel Street provides tools that analyzes and monitors social media and other online sources for law enforcement and intelligence purposes. Used by U.S Secret Service, it can scrape data from over 25 social media sites, translate over 200 languages, and set up geo-fences with customizable filtering options. The software can also survey sentiment geographically over time and import data to other surveillance platfor",Mass Surveillance Systems,ce35a146241123af,ready_for_review,1.0,False
65c55fbfc3501bfb,Banjo,Banjo,3A,Mass Surveillance Systems,0.9326941938572313,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"safeXai. safeXai is the entity that has quietly resumed the operations of Banjo, a digital surveillance company whose founder, Damien Patton, was a former Ku Klux Klan member who’d participated in a 1990 drive-by shooting of a synagogue near Nashville, Tennessee. Banjo developed real-time surveillance technology that monitored social media, traffic cameras, satellites, and other sources to detect and report on events as they unfolded. In Utah, Banjo's technology was used by law enforcement agen",Mass Surveillance Systems,ec13ac05287ed696,ready_for_review,1.0,False
88b8bf783088243d,BeeSense,BeeSense,Not included,Not included,0.35639486368923173,Evidence was too weak or ambiguous to assign a taxonomy code confidently.,https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"BeeSense. BeeSense is an Israeli company that develops multi-sensor systems and wireless communication technologies for intelligence gathering and surveillance purposes. Its systems, such as the BEE-3 and FireFly, provide day-and-night observation capabilities and are designed for applications like border control. BeeSense has been endorsed by the European Union’s border agency, Frontex, which shortlisted the company for its",uncertain,70fe54c2945dbc3c,low_confidence,1.0,False
08e4ecb0a7b1497d,"Beijing Kuangshi Technology Co., Ltd","Beijing Kuangshi Technology Co., Ltd",3A,Mass Surveillance Systems,0.9176225249131308,"Top code 3A from combined rule, prototype, and optional model signals.",https://home.treasury.gov/news/press-releases/jy0538,Treasury Identifies Eight Chinese Tech Firms as Part of The Chinese Military-Industrial Complex | U.S. Department of the Treasury,2021-12-16,government_report,"operated in the surveillance technology sector of the economy of the PRC and owns or controls, directly or indirectly, Beijing Kuangshi Technology Co., Ltd. (Kuangshi), an entity that operates or has operated in the surveillance technology sector of the economy of the PRC. Kuangshi has developed and created customized software designed to conduct surveillance activities of ethnic minorities, including Uyghurs. One such AI software could recognize persons as being part of the Uyghur ethnic minority and send automated alarms to government authorities. Megvii has exported",Mass Surveillance Systems,0e72bd3756907297,ready_for_review,1.0,False
004e594a76ee6387,BGH Tech Partner. Boris Garfunkel,BGH Tech Partner. Boris Garfunkel,3A,Mass Surveillance Systems,0.7547296193926374,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"BGH Tech Partner. Boris Garfunkel e Hijos (BGH) is an Argentinian company that distributes surveillance technologies to law enforcement agencies. According to press reports, this includes facial recognition software as well as license plate readers. The company also sells Hikvision products.",Mass Surveillance Systems,85760ae127cef42a,ready_for_review,1.0,False
5d0a47f9856c68cb,BI2 Technologies,BI2 Technologies,3A,Mass Surveillance Systems,0.9656174747764361,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"BI2 Technologies. BI2 Technologies is a developer of biometric identification systems. Their main product is called I.R.I.S., which scans a person’s iris to quickly check their identity. They also have a mobile system called MORIS that can capture iris and facial data using a smartphone or tablet, allowing law enforcement to identify people in the field.

BigBear.ai. BigBear.ai is a provider of AI-powered decision intelligence solut",Mass Surveillance Systems,eb4e76ded3e04d3e,ready_for_review,1.0,False
4e7ff0f36144543a,Big,Big,Not included,Not included,0.5010044600307868,Evidence was too weak or ambiguous to assign a taxonomy code confidently.,https://nj1015.com/new-jersey-school-surveillance/,New Jersey schools install AI cameras as privacy concerns grow,"Tue, 17 Mar 2026 08:38:00 GMT",news,"Big brother in the hallways? AI cameras watch thousands of NJ students’ every move New Jersey schools are rolling out AI surveillance cameras to enhance safety, but concerns about student privacy and data tracking are prompting lawmakers to push for clearer guidelines and ... Reported by Autonomous Discovery - Cybercrime And Abuse AI",uncertain,f16b79f7cd31540d,low_confidence,1.0,False
203ecb0c8426f150,Bilgi Teknoloji,Bilgi Teknoloji,3A,Mass Surveillance Systems,0.7556965088620015,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Bilgi Teknoloji Tasarım. Bilgi Teknoloji Tasarım (BTT) is a Turkish spyware manufacturer that also facilitates surveillance technology sales, often employing deceptive practices to bypass export restrictions. According to an Al Jazeera investigation, BTT's co-founder, Alper Tosun, proposed using the ""dual-use"" ruse to market surveillance equipment as benign telecom tools. This tactic allowed BTT to sidestep international regulation",Mass Surveillance Systems,cdb0394079c62d19,ready_for_review,1.0,False
aec137a90a7b279b,BITS Pilani,BITS Pilani,3A,Mass Surveillance Systems,0.7547078075378986,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"BITS Pilani. BITS Pilani is one of India’s premier institutes for higher education and research. In collaboration with the Goa Police, BITS Pilani developed an AI-based radical content analyzer designed to monitor and analyze online and offline content, including videos, for specific sentiments. The institute also develops IoT-based smart surveillance cameras with face detection, which it showcased in a workshop in the UAE.",Mass Surveillance Systems,5685cdc754cf5177,ready_for_review,1.0,False
673178f47ddc0ed8,Black Wall Global. Led,Black Wall Global. Led,3A,Mass Surveillance Systems,0.5067099098824501,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Black Wall Global. Led by Israeli intelligence veterans, Black Wall Global is an entity based in Dubai that serves as a back-channel for Arab countries seeking to procure and deploy Israeli surveillance technologies. This includes technologies developed by Israeli companies like Israel Aerospace Industries (IAI), Elbit Systems, and others, specifically to obtain access to advanced surveillance drones and systems for intelligence gathering",Mass Surveillance Systems,114578496fe104df,low_confidence,1.0,False
1718661d62018329,Bler,Bler,3A,Mass Surveillance Systems,0.5308602014824295,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Bler. Bler is an Israeli company founded by Efim Lerner and Uri Boros. It develops a range of surveillance tools, such as a GTM platform designed for in-depth analysis of social media profiles and interactions. Bler's Webint Center platform provides capabilities such as the geolocation of targets through social media metadata, avatar management systems, and Dark Web monitoring extensions. This platform was supplied to Eg",Mass Surveillance Systems,e5fc88a073aba8fd,low_confidence,1.0,False
e06ad0be0ec4e0ba,Boldend,Boldend,4A,Automated Cyberattack Tools,0.605155182531268,"Top code 4A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Boldend. Boldend, founded in 2017 by Jon Miller and based in San Diego, is a cybersecurity startup. It stays out of the spotlight and calls itself a ""SaaS Next-Generation Defense Contractor."" The company creates tools for cyber warfare, with an emphasis on automation and advanced intelligence activities. Boldend's tools have reportedly been able to exploit WhatsApp's security to install malicious software on target devices.",Automated Cyberattack Tools,323f99a7d28fdd8d,ambiguous,1.0,False
7a07594883952c81,BriefCam,BriefCam,3A,Mass Surveillance Systems,0.9777458465435587,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/ | https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy | Surveillance Vendor - MISP galaxy, | ,research_database | research_database,"BriefCam. BriefCam is a leading provider of Video Content Analytics (VCA) solutions, using artificial intelligence and machine learning to extract detailed insights from video surveillance footage. Their technology enables customers to rapidly review, search, and analyze hours of video in minutes, identifying objects, events, and patterns with high precision. BriefCam’s capabilities include real-time alerting, multi-camera s | It helps fund and promote AI-powered surveillance tech, as well as tools like BriefCam, which develops and sells video analysis software that is capable of creating synopses of long clips and identifying and tracking objects and activities. It became the first Israeli VC registered by the Abu Dhabi Global Market to operate in the country. The UAE relies heavily on surveillance tech produced by Israeli startups and defense companies.",Mass Surveillance Systems | Mass Surveillance Systems,844f01b73d9dfa76 | 066ec84e0acede7c,low_confidence,1.0,True
f8ae67b053cb4cff,Butterfly Effect,Butterfly Effect,Not included,Not included,0.3958483257261613,Evidence was too weak or ambiguous to assign a taxonomy code confidently.,https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Butterfly Effect. Butterfly Effect, a spin-off from the Kazakh tech group Kazdream, specializes in telephone interception and open-source intelligence (OSINT) tools. The firm is actively expanding its international presence, establishing a representation bureau in Dubai to target public sector contracts in the Middle East. To facilitate this, its chief commercial officer, Rinata Ilyubayeva, has been engaging with major regional play",uncertain,f5b0afacbda6e571,low_confidence,1.0,False
4bbab03f5cf1367c,C3 AI,C3 AI,3A,Mass Surveillance Systems,0.9190055421512334,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"C3 AI. C3 AI, founded by billionaire Tom Siebel, develops law enforcement surveillance technologies distributed through Project Sherlock, a $12 million AI-powered surveillance system developed for the San Mateo County Sheriff's Office. The project was designed to unify data streams from at least 15-16 different police agencies, integrating information from license plate readers, surveillance cameras, and arrest records in",Mass Surveillance Systems,fdca54729ad8cb65,ready_for_review,1.0,False
7b08aa337245cf00,Callyo,Callyo,3A,Mass Surveillance Systems,0.57526907738097,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Callyo. Founded in 2009 by Chris Bennet, Callyo is a Florida-based provider of surveillance tools for U.S. federal and law enforcement agencies. The company's tools enable tracking of locations, interception of calls, and turning smartphones into covert recording devices - all without the user's knowledge. One of Callyo's unique features is its ability to facilitate international wiretapping without requiring authorization",Mass Surveillance Systems,78063b63bf0a8772,low_confidence,1.0,False
47ddb448a8e6e5b4,CalypsoAI,CalypsoAI,3A,Mass Surveillance Systems,0.950559298002067,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"CalypsoAI. CalypsoAI, founded by Neil Serebryany, Davey Gibian, and Victor Ardulov, is a developer of AI surveillance and security technology, including the VESPR platform, designed for national security applications. Backed by investors like Hakluyt Capital, CalypsoAI has established itself as an intelligence partner for U.S. government agencies, including the Department of Defense, the Department of Homeland Security, and t",Mass Surveillance Systems,0088c62984e0cab9,ready_for_review,1.0,False
013ddb2d459dc3e6,Camero,Camero,Not included,Not included,0.379129045763326,Evidence was too weak or ambiguous to assign a taxonomy code confidently.,https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Camero. Camero is a provider of Sense-Through-The-Wall (STTW) solutions, specializing in the Xaver series of tactical through-wall radar systems designed for military and law enforcement use. These radar-based systems enable continuous monitoring of individuals within a room while operators remain outside. The company was acquired by South Korea based SK Group, a leader in military technology in 2011.",uncertain,00db7d755eccdaa6,low_confidence,1.0,False
dcd16076bbb8ad76,Candiru,Candiru,4A,Automated Cyberattack Tools,0.9005747421285067,"Top code 4A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Candiru. Israeli firm Candiru was founded in 2015 by Eran Shorer and Yaakov Weizman. According to Haaretz, the largest shareholder in Isaac Zack, who has been its chairman since the beginning and was also a founding funder of NSO. In 2021, malware manufactured by Candiru was found on the phones of politicians, journalists, and scholars in Iran, Yemen, Israel, the United Kingdom, and Turkey. Candiru has changed names multipl",Automated Cyberattack Tools,f3c810da17327d3c,ready_for_review,1.0,False
c0a4e727d90f1e9a,Carbyne,Carbyne,Not included,Not included,0.32346654424326504,Evidence was too weak or ambiguous to assign a taxonomy code confidently.,https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Carbyne. Carbyne is a company headquartered in New York, with offices in Israel and Mexico. Founded by Amir Elichai, a former security guard for the Israeli consul general, Carbyne has its roots in Israeli intelligence, with ties to Unit 8200, a division known for its expertise in surveillance operations. Unit 8200 has been criticized for its surveillance activities, which include monitoring Palestinian civilians for coerci",uncertain,fad04ae11ece147a,low_confidence,1.0,False
02bd83afe8a04a6a,Cemtrex,Cemtrex,3A,Mass Surveillance Systems,0.5240612875653501,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Cemtrex. Cemtrex Inc. is a technology company that provides surveillance solutions through its subsidiary, Vicon Security. Its tech is used for monitoring prisons, jails, and the U.S.–Mexico border. Its Roughneck AI Camera Series and Valerus Video Management Software include features such as AI-based analytics.

ChapsVision. ChapsVision is a technology company specializing in data processing, with a strong focus on surveill",Mass Surveillance Systems,de289e399ada2217,low_confidence,1.0,False
e06a94c1049389a5,Circles,Circles,3A,Mass Surveillance Systems,0.957082499021466,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Circles. An NSO linked company providing technology that exploits SS7 vulnerabilities to track phones. According to leaked documents, Circles customers can purchase a system that they connect to their local telecommunications companies’ infrastructure, or can use a separate system called the “Circles Cloud,” which interconnects with telecommunications companies around the world. Circles Technologies was founded by Tal Dilia",Mass Surveillance Systems,24e235c50299741a,ready_for_review,1.0,False
